Price,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL
Date,,,,,
2014-01-02,17.14065933227539,17.261514700050217,17.106262569973854,17.219680531581286,234684800
2014-01-03,16.7641544342041,17.158327131767653,16.747109960318376,17.13229785851057,392467600
2014-01-06,16.85556983947754,16.944505948893685,16.53545843130437,16.65476478474991,412610800
2014-01-07,16.735023498535156,16.91847457820977,16.669328056458426,16.867653950557305,317209200
2014-01-08,16.84100914001465,16.906083990270435,16.693194350832126,16.69691140059369,258529600
2014-01-09,16.62594223022461,16.946363058618957,16.589685285879924,16.944502879440417,279148800
2014-01-10,16.51500701904297,16.75857635238963,16.45829802107146,16.72851724043736,304976000
2014-01-13,16.60146141052246,16.81125287412468,16.420178350280885,16.421108439836715,378492800
2014-01-14,16.931795120239258,16.942330616389256,16.66126489503417,16.678618839839206,332561600
2014-01-15,17.27174949645996,17.35975719253184,17.095115147636168,17.152754247241106,391638800
2014-01-16,17.175373077392578,17.255943350016796,17.095731239632833,17.19551564554863,229278000
2014-01-17,16.754547119140625,17.107815722065546,16.730685849033947,17.08953333540523,426739600
2014-01-21,17.014846801757812,17.04583433816234,16.746795675055807,16.764459100394706,328526800
2014-01-22,17.090463638305664,17.269575423022378,16.975806080053488,17.071870118192457,379985200
2014-01-23,17.235172271728516,17.245088812117878,16.882833884576545,17.041804699025985,403239200
2014-01-24,16.921884536743164,17.21782351713646,16.880978795304163,17.167621843761427,429354800
2014-01-27,17.059167861938477,17.192418975899475,16.911973672872886,17.04584374352102,554878800
2014-01-28,15.695674896240234,15.959075705892179,15.558393951760921,15.76570802094676,1065523200
2014-01-29,15.517485618591309,15.72262997357541,15.45148069503047,15.616649398017177,502810000
2014-01-30,15.487431526184082,15.695675695922015,15.391988074598958,15.572960086082805,678501600
2014-01-31,15.512842178344727,15.541661728918438,15.294373633947432,15.344884803297393,464797200
2014-02-03,15.541656494140625,15.7337862149303,15.472553477666136,15.57512482852366,401464000
2014-02-04,15.766633033752441,15.787396211479097,15.57977270903229,15.675527268261256,376681200
2014-02-05,15.884392738342285,15.96775163017273,15.687925318207695,15.69753238539338,328344800
2014-02-06,15.976975440979004,16.00783880208191,15.830456886807987,15.90059952714818,257765200
2014-02-07,16.20048713684082,16.30180277013376,16.128787867045506,16.25348326269705,370280400
2014-02-10,16.490718841552734,16.58424123016659,16.148116967089013,16.168691426420555,345559200
2014-02-11,16.708005905151367,16.763805687757472,16.506619901344237,16.541224224099576,282256800
2014-02-12,16.706764221191406,16.820238477344148,16.6232193453441,16.738874582094276,308100800
2014-02-13,16.97205352783203,16.985146068706705,16.653142606905494,16.66748213571444,307398000
2014-02-14,16.958337783813477,17.020375859960918,16.87167627030939,16.910953899391064,272924400
2014-02-18,17.020689010620117,17.182792491448033,17.008841789594808,17.021000341470558,260251600
2014-02-19,16.751962661743164,17.048739101248124,16.657817579328203,16.982026085801955,313768000
2014-02-20,16.558063507080078,16.740431764671914,16.49103914759047,16.615423292898935,305858000
2014-02-21,16.374135971069336,16.664677512183154,16.353872832524377,16.609187379268565,278784800
2014-02-24,16.44583511352539,16.519718734681064,16.285914316875495,16.308671431156824,288909600
2014-02-25,16.27469253540039,16.50880829995312,16.241648184308854,16.502886355332375,231952000
2014-02-26,16.127864837646484,16.366345925848005,16.07331035122699,16.32301433350059,276217200
2014-02-27,16.449567794799805,16.484170441459895,16.087325499750616,16.121305485236203,301882000
2014-02-28,16.404991149902344,16.60793376481364,16.276553116399082,16.49352392292496,371968800
2014-03-03,16.452381134033203,16.542473923475008,16.29806930391544,16.317085452065722,238781200
2014-03-04,16.560861587524414,16.60450615052605,16.452688334178305,16.553381327308266,259140000
2014-03-05,16.59578514099121,16.670289766930132,16.4950920999103,16.550895233968102,200062800
2014-03-06,16.54559326171875,16.66062582648791,16.462982385754906,16.609187986427877,185488800
2014-03-07,16.535926818847656,16.58393501534391,16.399072825222024,16.55618995380243,220729600
2014-03-10,16.55088996887207,16.62601889740071,16.470460093917087,16.47108442020788,178584000
2014-03-11,16.71205711364746,16.79466796544885,16.60294819015581,16.692106975857538,279224400
2014-03-12,16.728269577026367,16.751338018656057,16.584557980499596,16.66280521549915,199326400
2014-03-13,16.542476654052734,16.82335363283877,16.496026766032426,16.754148294300123,257742800
2014-03-14,16.35667610168457,16.549954201058505,16.303991287445104,16.48448817907954,237199200
2014-03-17,16.42058563232422,16.521276997241475,16.392840566247067,16.450513343563514,199544800
2014-03-18,16.56585121154785,16.58362036920519,16.372573121905262,16.394394573176196,209647200
2014-03-19,16.56149673461914,16.716742619413022,16.491042726461245,16.592671442846292,224756000
2014-03-20,16.481685638427734,16.605447107641115,16.439601045038494,16.51878228016755,208398400
2014-03-21,16.611669540405273,16.639103256571964,16.407792976845332,16.5823661760255,374046400
2014-03-24,16.808706283569336,16.84954390153612,16.679956823329405,16.784702175132583,355700800
2014-03-25,16.989505767822266,17.01319853309815,16.82116576533892,16.880709841657662,282293200
2014-03-26,16.827096939086914,17.114521893706748,16.79841787520127,17.037210289755883,299768000
2014-03-27,16.7547607421875,16.880704791898104,16.681814484017156,16.834566262794493,222031600
2014-03-28,16.736064910888672,16.800906619002124,16.654701028761355,16.781579138336372,200564000
2014-03-31,16.732318878173828,16.859196936688004,16.707066133858287,16.809941765236577,168669200
2014-04-01,16.88538932800293,16.892248594332223,16.733260124093825,16.76412182796424,200760000
2014-04-02,16.9134464263916,16.9424384819282,16.842058442622577,16.908147143471364,180420800
2014-04-03,16.79623031616211,16.911885524985994,16.760380664356894,16.877282861022795,162344000
2014-04-04,16.578950881958008,16.83395413707029,16.540295913347297,16.828032191883437,275251200
2014-04-07,16.31864356994629,16.55026697764408,16.26939004867511,16.460485520045687,289850400
2014-04-08,16.31770896911621,16.401255484538133,16.16994341620336,16.372263435206552,243888400
2014-04-09,16.532184600830078,16.537483882209255,16.273440486389827,16.292767962836848,206169600
2014-04-10,16.318954467773438,16.592038104030046,16.309289897254747,16.54340558561118,239652000
2014-04-11,16.198320388793945,16.298700453617744,16.121320106868996,16.179302567811703,271717600
2014-04-14,16.262847900390625,16.277810093057038,16.12349989060024,16.269705502659786,205674000
2014-04-15,16.146873474121094,16.26159300814848,15.940189849584831,16.218885762235633,266490000
2014-04-16,16.179607391357422,16.244449087906506,16.027789550018817,16.14967968608702,214765600
2014-04-17,16.364465713500977,16.452377503498095,16.185527161931017,16.210466912975573,284334400
2014-04-21,16.55868148803711,16.588918855779326,16.33391572259067,16.376935961686527,182548800
2014-04-22,16.57520294189453,16.579255235139115,16.41309789315222,16.469521997651906,202563200
2014-04-23,16.35854721069336,16.557437604916018,16.349193969650166,16.492907234173025,394940000
2014-04-24,17.699649810791016,17.769168124959094,17.48018497479259,17.713366675204053,759911600
2014-04-25,17.829641342163086,17.831197995244242,17.580873195967907,17.598640684397957,390275200
2014-04-28,18.52015495300293,18.571904124588805,17.848666040176354,17.856460964133664,669485600
2014-04-29,18.46527862548828,18.579064149288527,18.377368507510017,18.509234516912294,337377600
2014-04-30,18.395450592041016,18.686616360071707,18.386410348454223,18.474944800288174,456640800
2014-05-01,18.438785552978516,18.54228220034691,18.279174460189843,18.454994727896537,244048000
2014-05-02,18.473081588745117,18.52358543947886,18.383613105653616,18.465601324978948,191514400
2014-05-05,18.73432159423828,18.735570247336643,18.392655144240052,18.39702043547192,287067200
2014-05-06,18.53013038635254,18.841869066250915,18.53013038635254,18.76050517922956,374564400
2014-05-07,18.46527862548828,18.619901739650604,18.321878398383348,18.556307044528477,282864400
2014-05-08,18.43236541748047,18.633620593323847,18.38252206494321,18.440515271039228,230297200
2014-05-09,18.355566024780273,18.377822428129697,18.192240788947846,18.32421720932082,291597600
2014-05-12,18.584091186523438,18.61010944456126,18.413870069092404,18.416692717766992,213208800
2014-05-13,18.613248825073242,18.63770006808127,18.517325619363692,18.558076574930855,159737200
2014-05-14,18.6166934967041,18.727352716349312,18.549922616237073,18.57155287914693,166404000
2014-05-15,18.45838737487793,18.70227530727351,18.433936135130836,18.642715067270593,230846000
2014-05-16,18.730806350708008,18.731432490059508,18.351180070896827,18.45243383554581,276256400
2014-05-19,18.952743530273438,19.03863675698611,18.72515535889545,18.74145673982326,317755200
2014-05-20,18.95650863647461,19.00948604085918,18.831742864626687,18.950238873504688,234836000
2014-05-21,19.006669998168945,19.01889478350578,18.873441267366424,18.928926591337035,196859600
2014-05-22,19.03675651550293,19.117635613343634,18.937384548385708,19.01575406709863,200760000
2014-05-23,19.25181007385254,19.270619365825496,19.01168397259033,19.036135215070527,232209600
2014-05-27,19.6123104095459,19.61951938119999,19.29882896357696,19.30666574860083,348866000
2014-05-28,19.5615291595459,19.743975101048687,19.55431851261992,19.624538193143803,315481600
2014-05-29,19.917953491210938,19.964662806145302,19.67939445457089,19.681902359724,376474000
2014-05-30,19.84334945678711,20.19350698850409,19.714821805414935,19.999462395724372,564020800
2014-06-02,19.706981658935547,19.900713149025403,19.514191051832178,19.873440935769352,369350800
2014-06-03,19.985668182373047,20.023286765177563,19.69444476904734,19.701027602495824,292709200
2014-06-04,20.213878631591797,20.31011823159248,19.940836749297087,19.982530251922416,335482000
2014-06-05,20.293190002441406,20.356513770448153,20.14460080760028,20.257140121506307,303805600
2014-06-06,20.237390518188477,20.415763184431352,20.202909332631915,20.37312879564793,349938400
2014-06-09,20.56121826171875,20.600716934957124,20.13331736344401,20.341781560209824,301660000
2014-06-10,20.681907653808594,20.85745767226186,20.532690640374035,20.787237999714364,251108000
2014-06-11,20.59632110595703,20.79381439705348,20.510740958843325,20.655568256201697,182724000
