Price,Close,High,Low,Open,Volume
Ticker,MSFT,MSFT,MSFT,MSFT,MSFT
Date,,,,,
2014-01-02,30.760929107666016,30.95960173003827,30.7112601626244,30.91820936360649,30632200
2014-01-03,30.55396270751953,30.810580709090118,30.297344705948944,30.794024403395973,31134800
2014-01-06,29.908292770385742,30.537416812274472,29.89173645904742,30.504304189597825,43603700
2014-01-07,30.140071868896484,30.20629710777967,29.974511929481718,30.073849787806495,35802800
2014-01-08,29.60200309753418,29.91656666921757,29.45300262441386,29.80067565801664,59971700
2014-01-09,29.411617279052734,29.726180925690095,29.304005976035036,29.701348033885083,36516300
2014-01-10,29.83379364013672,29.924851781816837,29.59373184076074,29.717902608105224,40548800
2014-01-13,28.956317901611328,29.81722692168192,28.832150335392658,29.792394039996726,45901900
2014-01-14,29.618566513061523,29.70134808220285,28.666602151391096,28.749380562738448,41623300
2014-01-15,30.429794311523438,30.454630350852607,29.676499712920386,29.71789205920478,44812600
2014-01-16,30.537418365478516,30.628476503573964,30.057297943421144,30.37185840146803,38018700
2014-01-17,30.115243911743164,30.487753046941336,29.924851055484922,30.487753046941336,46267500
2014-01-21,29.941404342651367,30.479473446740794,29.850349360572075,30.479473446740794,31567300
2014-01-22,29.742746353149414,30.06558667671394,29.593742641074254,30.015917720090577,21904300
2014-01-23,29.8503360748291,29.908281563904595,29.40332530956757,29.87516895363508,43954000
2014-01-24,30.4711856842041,31.083753233011553,30.239400552029533,31.000974858673,76395500
2014-01-27,29.825511932373047,30.53741754810755,29.784122731926676,30.520861236370283,44420800
2014-01-28,30.024188995361328,30.123523722813157,29.593734299344664,29.900018217701003,36205500
2014-01-29,30.347021102905273,30.52913735263608,29.717897120424713,29.784119201731148,52745900
2014-01-30,30.5125789642334,30.52913527288043,29.991066294127283,30.454633462865274,35036300
2014-01-31,31.32381820678711,31.365207398273554,30.26423974732818,30.587079861832517,93162300
2014-02-03,30.198020935058594,31.447995625137096,30.156631734772468,31.24104646591291,64063100
2014-02-04,30.090417861938477,30.785767426078255,30.007639430076857,30.603654244423744,54697900
2014-02-05,29.651668548583984,30.189737503515328,29.635112240669944,30.040733890081814,55814400
2014-02-06,29.949684143066406,30.00762965805847,29.544062380328235,29.635120520399685,35351800
2014-02-07,30.264245986938477,30.28907887539159,29.80895531334114,30.065573405932952,33260500
2014-02-10,30.462909698486328,30.462909698486328,30.04073488497167,30.32218581324576,26767000
2014-02-11,30.769203186035156,30.843705018646617,30.512588218657648,30.52914453232619,32141400
2014-02-12,31.01754379272461,31.125155091616104,30.876816709706254,30.918205913725586,27051800
2014-02-13,31.133426666259766,31.340375789903828,30.901644658272183,30.901644658272183,37635500
2014-02-14,31.141700744628906,31.274148046828884,30.901642180373976,30.951307945078486,31407500
2014-02-18,31.20841407775879,31.508655891384034,31.200075441367577,31.383557256687745,32834000
2014-02-19,31.28348731994629,31.483649671347187,31.033286766799648,31.041628588072367,29750400
2014-02-20,31.4836483001709,31.583727880776358,31.19174819779143,31.333527338526455,27526100
2014-02-21,31.67547035217285,31.984050929806042,31.575390766732593,31.642109429868547,38021300
2014-02-24,31.43362045288086,31.67548245982757,31.30852171863089,31.43362045288086,32085100
2014-02-25,31.308507919311523,31.56704709836054,31.150045138374416,31.366887939191784,30736500
2014-02-26,31.25012969970703,31.47531115284862,31.016606425260573,31.34187064522464,41041800
2014-02-27,31.57539176940918,31.600410871195564,31.049968361585837,31.233450258613335,33903400
2014-02-28,31.950687408447266,32.075786072246544,31.542024137836627,31.675464621439104,41215000
2014-03-03,31.508668899536133,31.80057219728057,31.26681016668494,31.625428946044845,29717500
2014-03-04,32.03409957885742,32.0924796153947,31.750538037902068,31.858959469245598,26802400
2014-03-05,31.783891677856445,31.917332185260655,31.63377070934263,31.900651724151047,20520100
2014-03-06,31.81725311279297,31.892313598259435,31.60041029634642,31.808911291367416,23582200
2014-03-07,31.608753204345703,31.992394284818825,31.433609944588135,31.925672437011595,26591600
2014-03-10,31.542034149169922,31.700493779532383,31.458635013499805,31.683816497576835,19006600
2014-03-11,31.708812713623047,31.883952680992934,31.45861230574167,31.58371091894696,25216400
2014-03-12,31.917320251464844,32.05076070897604,31.516998878931243,31.52533751563193,30494100
2014-03-13,31.60041618347168,32.0674596446586,31.391915149607154,32.042437357193016,32169700
2014-03-14,31.441959381103516,31.808920088497587,31.283496544920276,31.400259806861353,27195600
2014-03-17,31.733837127685547,32.03407894013838,31.51699758617591,31.608738493477755,20479600
2014-03-18,32.98485565185547,33.27675894382,31.875632050513516,31.908989790660744,64063900
2014-03-19,32.75135040283203,32.98487059703168,32.45110833516161,32.91815190503493,35597200
2014-03-20,33.6353874206543,33.902268482425434,32.726322809785984,32.73466145107181,59269800
2014-03-21,33.49359130859375,34.14411323175693,33.36848947038303,33.96063456557895,80721800
2014-03-24,33.77716064453125,33.893920690810056,33.243398614986624,33.643720137145095,46098400
2014-03-25,33.64372253417969,34.18582642363791,33.326800113505364,33.91060356796663,43193100
2014-03-26,33.18501663208008,33.95229870886987,33.02655385165472,33.76047818967242,41977500
2014-03-27,32.82640075683594,33.33514374938682,32.809720293632445,33.14332319475622,35369200
2014-03-28,33.610355377197266,33.89391682069902,33.09327386780194,33.18501480268078,43472700
2014-03-31,34.185821533203125,34.61116212574392,33.693759101024014,33.71877820015217,46886300
2014-04-01,34.544437408447266,34.68621971513158,34.25253733802686,34.319259172107046,32605000
2014-04-02,34.486061096191406,34.744603458796526,34.33594013486876,34.561121576852734,28666700
2014-04-03,34.20249938964844,34.43602265085657,33.95229884972131,34.43602265085657,30139600
2014-04-04,33.251731872558594,34.51941807827113,33.059911373081796,34.402658050891525,51409600
2014-04-07,33.193363189697266,33.58534614239724,33.14332497886627,33.32680372103529,37559600
2014-04-08,33.21003723144531,33.30177817552502,32.69295567019091,33.15165720911688,35918600
2014-04-09,33.75214385986328,33.818862527398636,33.26008135858269,33.30178092347639,27398700
2014-04-10,32.82640075683594,33.93562451734735,32.60121927579834,33.72712349951325,45960800
2014-04-11,32.701297760009766,33.18502163202029,32.52615767454648,32.52615767454648,34330200
2014-04-14,32.67626953125,32.86809002577883,32.442749482514394,32.6178895190661,32006600
2014-04-15,33.151649475097656,33.32678950122417,32.56784620653741,32.809708060600805,33968700
2014-04-16,33.69375991821289,33.71043719705453,33.285096594197775,33.41019845581755,30615800
2014-04-17,33.36848831176758,33.52695105886196,32.95148644084012,33.36848831176758,36688400
2014-04-21,33.31011962890625,33.485262892158374,33.18502093398087,33.46858242987375,22221200
2014-04-22,33.35182571411133,33.476924421559985,33.21838518394885,33.326803427443046,27056700
2014-04-23,33.10162353515625,33.351827325085395,32.91814478574112,33.351827325085395,24602800
2014-04-24,33.24339294433594,33.33513387404089,32.776349657416205,33.14331337623603,42381600
2014-04-25,33.28510284423828,33.92728637029099,33.15166231814116,33.602025286771344,56876800
2014-04-28,34.08574676513672,34.43603014241685,33.435224583510546,33.47692415232473,50610200
2014-04-29,33.78549575805664,34.352618650623675,33.68541618333079,34.2775581742112,29636200
2014-04-30,33.69375991821289,33.77715903831108,33.50193621533656,33.69375991821289,35458700
